SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
444293,0,Cash loans,M,Y,Y,0,225000.0,848745.0,40963.5,675000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.030755,-13055,-3483,-735.0,-4788,4.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.39938048316894015,0.7895853307607958,,0.1485,0.1161,0.9876,,,0.16,0.1379,0.3333,,0.0244,,0.154,,0.0039,0.1513,0.1205,0.9876,,,0.1611,0.1379,0.3333,,0.025,,0.1604,,0.0041,0.1499,0.1161,0.9876,,,0.16,0.1379,0.3333,,0.0249,,0.1568,,0.0039,,block of flats,0.1344,Panel,No,4.0,0.0,4.0,0.0,-659.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
193746,0,Cash loans,F,Y,Y,0,292500.0,247500.0,12784.5,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.028663,-20951,365243,-497.0,-2882,20.0,1,0,0,1,0,0,,1.0,2,2,TUESDAY,7,0,0,0,0,0,0,XNA,,0.5680552186923461,0.3859146722745145,0.1918,0.2285,0.9990000000000001,0.9864,0.0486,0.72,0.3448,0.2083,0.0417,0.0952,0.1563,0.2104,0.0,0.2223,0.1954,0.2372,0.9990000000000001,0.9869,0.049,0.725,0.3448,0.2083,0.0417,0.0973,0.1708,0.2192,0.0,0.2354,0.1936,0.2285,0.9990000000000001,0.9866,0.0489,0.72,0.3448,0.2083,0.0417,0.0968,0.159,0.2142,0.0,0.22699999999999998,reg oper account,block of flats,0.2734,"Stone, brick",No,5.0,0.0,5.0,0.0,-495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
113644,0,Cash loans,M,N,Y,2,225000.0,1002870.0,42619.5,922500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-17065,-3884,-5434.0,-611,,1,1,0,1,1,0,Drivers,4.0,2,2,FRIDAY,11,0,0,0,1,1,1,Self-employed,,0.6823295470500789,0.8016009030071296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1678.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,1.0,1.0
402569,0,Cash loans,F,Y,Y,3,135000.0,397017.0,19228.5,301500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.011657,-14168,-3163,-442.0,-55,3.0,1,1,0,1,1,1,Laborers,5.0,1,1,FRIDAY,15,0,0,0,0,0,0,Transport: type 2,,0.7433033858972754,0.17146836689679945,0.0639,0.1002,0.9851,,0.011000000000000001,0.0,0.1724,0.1667,0.2083,0.052000000000000005,,0.0697,,,0.0651,0.10400000000000001,0.9851,,0.0111,0.0,0.1724,0.1667,0.2083,0.0532,,0.0726,,,0.0645,0.1002,0.9851,,0.011000000000000001,0.0,0.1724,0.1667,0.2083,0.053,,0.071,,,reg oper account,block of flats,0.078,Panel,No,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
450576,0,Cash loans,M,Y,Y,0,225000.0,540000.0,42795.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010643,-20177,-777,-3597.0,-3617,16.0,1,1,1,1,0,0,Laborers,1.0,2,2,TUESDAY,9,0,0,0,0,0,0,Construction,,0.6098171222848959,,0.0186,0.0,0.9811,,,0.0,0.1034,0.0417,,0.0545,,0.0191,,0.0,0.0189,0.0,0.9811,,,0.0,0.1034,0.0417,,0.0558,,0.02,,0.0,0.0187,0.0,0.9811,,,0.0,0.1034,0.0417,,0.0555,,0.0195,,0.0,,block of flats,0.0162,"Stone, brick",No,1.0,0.0,1.0,0.0,-1127.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
160318,1,Cash loans,F,Y,N,1,202500.0,521280.0,31630.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006670999999999999,-11642,-1961,-5037.0,-3686,23.0,1,1,0,1,1,0,Laborers,3.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.6040159840697761,0.19747451156854226,0.0505,0.0381,0.9881,0.8368,0.0229,0.04,0.0345,0.375,0.4167,0.0066,0.0403,0.0514,0.0039,0.0076,0.0515,0.0395,0.9881,0.8432,0.0231,0.0403,0.0345,0.375,0.4167,0.0068,0.0441,0.0536,0.0039,0.008,0.051,0.0381,0.9881,0.8390000000000001,0.0231,0.04,0.0345,0.375,0.4167,0.0067,0.040999999999999995,0.0523,0.0039,0.0077,org spec account,block of flats,0.0421,Block,No,1.0,0.0,1.0,0.0,-1470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
107858,0,Cash loans,F,N,Y,1,180000.0,517788.0,25312.5,427500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-10178,-962,-749.0,-937,,1,1,0,1,0,0,Sales staff,3.0,2,2,WEDNESDAY,11,0,0,0,1,1,0,Self-employed,,0.5337087539863704,0.22133520635446602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-110.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
436386,0,Cash loans,F,N,Y,0,157500.0,172692.0,17824.5,162000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,Office apartment,0.009549,-22065,365243,-7980.0,-4292,,1,0,0,1,1,0,,1.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.36452975863668335,0.6397075677637197,0.1031,0.1302,0.9886,,,,0.1724,0.1667,,0.1756,,0.1065,,,0.105,0.1351,0.9886,,,,0.1724,0.1667,,0.1796,,0.1109,,,0.1041,0.1302,0.9886,,,,0.1724,0.1667,,0.1787,,0.1084,,,,block of flats,0.0948,Panel,No,0.0,0.0,0.0,0.0,-2211.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
417147,0,Cash loans,F,N,N,0,85500.0,900000.0,29034.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00702,-9035,-2214,-4674.0,-710,,1,1,1,1,1,0,Core staff,2.0,2,2,SUNDAY,15,0,0,0,0,0,0,Transport: type 1,0.6177617203719273,0.5738512114687663,0.3876253444214701,0.122,,0.9901,,,0.28,0.1724,0.2775,,,,0.0751,,0.0069,0.1513,,0.9846,,,0.282,0.069,0.3333,,,,0.0464,,0.0073,0.1499,,0.9925,,,0.28,0.2069,0.3333,,,,0.0764,,0.006999999999999999,,block of flats,0.1715,Panel,No,0.0,0.0,0.0,0.0,-1578.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
246735,0,Cash loans,F,Y,Y,0,315000.0,733315.5,71437.5,679500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.04622,-13327,-3877,-7725.0,-4919,4.0,1,1,0,1,0,0,,1.0,1,1,MONDAY,11,0,1,1,0,0,0,Business Entity Type 3,,0.7643779535492761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-916.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
158157,1,Cash loans,F,Y,Y,0,189000.0,1493086.5,51898.5,1363500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.020246,-12874,-173,-3281.0,-4928,5.0,1,1,0,1,0,1,,1.0,3,3,MONDAY,12,0,1,1,0,1,1,Business Entity Type 3,0.4372913529110104,0.34684697154106503,0.4866531565147181,0.0567,0.025,0.9826,0.762,0.0074,0.04,0.0345,0.3333,0.375,0.0181,0.0454,0.0454,0.0039,0.0009,0.0578,0.0259,0.9826,0.7713,0.0075,0.0403,0.0345,0.3333,0.375,0.0185,0.0496,0.0473,0.0039,0.0009,0.0573,0.025,0.9826,0.7652,0.0075,0.04,0.0345,0.3333,0.375,0.0184,0.0462,0.0462,0.0039,0.0009,reg oper account,block of flats,0.04,"Stone, brick",No,0.0,0.0,0.0,0.0,-226.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
296661,0,Cash loans,M,N,Y,0,85500.0,291384.0,20853.0,270000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.019101,-19605,-9771,-2489.0,-3154,,1,1,1,1,1,0,Drivers,2.0,2,2,MONDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.3786937234588834,0.7209441499436497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-506.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
402167,0,Cash loans,F,Y,Y,0,225000.0,1030680.0,65997.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-21855,365243,-840.0,-4736,7.0,1,0,0,1,0,0,,2.0,1,1,TUESDAY,15,0,0,0,0,0,0,XNA,,0.6715365950254448,0.3490552510751822,0.0804,0.0844,0.9771,0.6872,0.0485,0.0,0.1379,0.1667,0.2083,0.1536,0.0656,0.0734,0.0,0.0284,0.0819,0.0876,0.9772,0.6994,0.0489,0.0,0.1379,0.1667,0.2083,0.1571,0.0716,0.0765,0.0,0.0301,0.0812,0.0844,0.9771,0.6914,0.0488,0.0,0.1379,0.1667,0.2083,0.1563,0.0667,0.0747,0.0,0.028999999999999998,reg oper spec account,block of flats,0.0578,"Stone, brick",No,0.0,0.0,0.0,0.0,-1656.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
363002,0,Cash loans,F,N,N,1,225000.0,352422.0,30244.5,315000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.0228,-14019,-891,-640.0,-743,,1,1,1,1,0,0,,2.0,2,2,FRIDAY,16,0,1,1,0,1,1,Realtor,0.781884835503247,0.29014892608328996,0.6610235391308081,,,0.9955,,,0.04,0.0345,0.3333,,,,0.0359,,0.0295,,,0.9955,,,0.0403,0.0345,0.3333,,,,0.0374,,0.0312,,,0.9955,,,0.04,0.0345,0.3333,,,,0.0366,,0.0301,,block of flats,0.0347,,No,1.0,0.0,1.0,0.0,-1639.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0
358589,0,Revolving loans,F,Y,Y,2,90000.0,270000.0,13500.0,270000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.026392,-9535,-1270,-2196.0,-2175,0.0,1,1,0,1,0,0,Medicine staff,4.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Medicine,0.2797215998062781,0.686354177806374,0.6626377922738201,0.0495,0.1054,0.9861,,,0.0,0.1724,0.0833,,0.0635,,0.044000000000000004,,0.0216,0.0504,0.1094,0.9861,,,0.0,0.1724,0.0833,,0.0649,,0.0458,,0.0229,0.05,0.1054,0.9861,,,0.0,0.1724,0.0833,,0.0646,,0.0448,,0.0221,,block of flats,0.0393,"Stone, brick",No,1.0,1.0,1.0,1.0,-325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
130322,0,Cash loans,M,N,Y,0,450000.0,900000.0,87808.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.026392,-15457,-1192,-6614.0,-4518,,1,1,0,1,1,0,Managers,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,0.3454173361574786,0.6074836071939805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1720.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,7.0
305652,0,Cash loans,M,N,Y,0,94500.0,622413.0,33894.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-18026,-1914,-9982.0,-1565,,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,9,0,0,0,0,1,1,School,,0.6280822830471793,0.34741822720026416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
139314,0,Revolving loans,M,Y,Y,1,270000.0,270000.0,13500.0,270000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792000000000004,-16290,-285,-445.0,-4234,1.0,1,1,0,1,0,0,Security staff,3.0,2,2,MONDAY,9,0,0,0,0,1,1,Security,0.525985229886634,0.7660398400426855,0.5989262182569273,0.1866,0.0909,0.9881,0.8368,,0.2,0.1724,0.3333,0.375,0.1017,0.1521,0.2073,0.0,0.0,0.1901,0.0943,0.9881,0.8432,,0.2014,0.1724,0.3333,0.375,0.10400000000000001,0.1662,0.2159,0.0,0.0,0.1884,0.0909,0.9881,0.8390000000000001,,0.2,0.1724,0.3333,0.375,0.1035,0.1548,0.21100000000000002,0.0,0.0,reg oper account,block of flats,0.163,Panel,No,3.0,0.0,3.0,0.0,-261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
237775,0,Cash loans,F,N,Y,0,171000.0,562500.0,23962.5,562500.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.026392,-22815,365243,-13221.0,-4127,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,,0.6963069186024382,0.4614823912998385,0.1485,0.1123,0.9816,,,0.16,0.1379,0.3333,,,,0.1512,,0.0,0.1513,0.1166,0.9816,,,0.1611,0.1379,0.3333,,,,0.1576,,0.0,0.1499,0.1123,0.9816,,,0.16,0.1379,0.3333,,,,0.1539,,0.0,,block of flats,0.1451,Block,No,0.0,0.0,0.0,0.0,-2430.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,2.0
237625,0,Cash loans,F,N,Y,0,112500.0,593010.0,19129.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Office apartment,0.018634,-21298,-723,-4226.0,-4298,,1,1,1,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Other,,0.6071133326332142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-888.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
120469,0,Cash loans,F,Y,N,0,67500.0,457834.5,14503.5,378000.0,Family,Pensioner,Higher education,Married,House / apartment,0.007305,-23199,365243,-10976.0,-4025,8.0,1,0,0,1,0,0,,2.0,3,3,TUESDAY,13,0,0,0,0,0,0,XNA,,0.2214858312239837,0.8128226070575616,0.2227,0.1133,0.9816,0.7484,0.0894,0.24,0.2069,0.3333,0.375,0.0704,0.1816,0.2381,0.0,0.2423,0.2269,0.1175,0.9816,0.7583,0.0903,0.2417,0.2069,0.3333,0.375,0.07200000000000001,0.1983,0.2481,0.0,0.2565,0.2248,0.1133,0.9816,0.7518,0.09,0.24,0.2069,0.3333,0.375,0.0716,0.1847,0.2424,0.0,0.2473,reg oper spec account,block of flats,0.24,Panel,No,0.0,0.0,0.0,0.0,-2794.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
312385,0,Cash loans,F,N,Y,1,225000.0,840996.0,24718.5,702000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-11316,-1689,-1732.0,-4007,,1,1,0,1,0,0,Realty agents,3.0,2,2,MONDAY,13,0,0,0,1,1,0,Realtor,0.4376198231179932,0.5580003154998191,0.5884877883422673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
239124,0,Revolving loans,F,Y,Y,0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.035792000000000004,-17753,-869,-6585.0,-1307,10.0,1,1,1,1,1,0,Core staff,1.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Medicine,,0.7060609288257161,0.8245949709919925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
320599,0,Cash loans,F,Y,Y,0,135000.0,584766.0,28260.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-17280,-9635,-4714.0,-821,33.0,1,1,0,1,0,0,Medicine staff,2.0,2,2,THURSDAY,14,0,0,0,0,1,1,Medicine,,0.6944355094254583,0.4400578303966329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1728.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
278452,0,Revolving loans,F,N,Y,0,121500.0,382500.0,19125.0,382500.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.002042,-19060,-1678,-1494.0,-325,,1,1,1,1,0,0,Cleaning staff,1.0,3,3,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.3530900559759457,0.5638350489514956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
395433,0,Cash loans,M,N,N,0,90000.0,900000.0,29034.0,900000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.014519999999999996,-21656,-1401,-7904.0,-4000,,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Industry: type 3,,0.5929024095227676,,0.0247,0.0551,0.9881,0.8368,0.0043,0.0,0.1034,0.0833,0.0,0.0,0.0202,0.026000000000000002,0.0,0.0108,0.0252,0.0572,0.9881,0.8432,0.0043,0.0,0.1034,0.0833,0.0,0.0,0.022000000000000002,0.0271,0.0,0.0115,0.025,0.0551,0.9881,0.8390000000000001,0.0043,0.0,0.1034,0.0833,0.0,0.0,0.0205,0.0265,0.0,0.011000000000000001,reg oper account,block of flats,0.0228,Panel,No,0.0,0.0,0.0,0.0,-248.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
213268,0,Cash loans,F,N,Y,0,180000.0,225000.0,26833.5,225000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.028663,-8798,-794,-4434.0,-1475,,1,1,0,1,0,0,,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Police,0.3639119932477866,0.6116366959675879,0.5082869913916046,0.0825,0.0,0.9742,0.6464,0.0,0.0,0.1379,0.1667,0.0417,0.0515,0.0672,0.0628,0.0,0.0,0.084,0.0,0.9742,0.6602,0.0,0.0,0.1379,0.1667,0.0417,0.0527,0.0735,0.0655,0.0,0.0,0.0833,0.0,0.9742,0.6511,0.0,0.0,0.1379,0.1667,0.0417,0.0524,0.0684,0.064,0.0,0.0,reg oper account,block of flats,0.0542,"Stone, brick",No,1.0,0.0,1.0,0.0,-375.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
248982,0,Cash loans,F,Y,Y,0,166500.0,436032.0,24475.5,360000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.006008,-17047,-3308,-9689.0,-578,28.0,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,9,0,0,0,0,1,1,School,0.5381967090713695,0.6931672697623786,0.7530673920730478,0.2062,0.1449,0.9876,0.83,0.1412,0.24,0.2069,0.3333,0.375,0.1936,0.1681,0.217,0.027000000000000003,0.2309,0.2101,0.1504,0.9876,0.8367,0.1425,0.2417,0.2069,0.3333,0.375,0.1981,0.1837,0.2261,0.0272,0.2444,0.2082,0.1449,0.9876,0.8323,0.1421,0.24,0.2069,0.3333,0.375,0.19699999999999998,0.171,0.2209,0.0272,0.2357,reg oper account,block of flats,0.2489,"Stone, brick",No,1.0,0.0,1.0,0.0,-137.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
330419,0,Cash loans,M,N,N,1,135000.0,568800.0,15772.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.014464,-11555,-198,-112.0,-650,,1,1,0,1,0,0,Laborers,2.0,2,2,SUNDAY,7,0,0,0,0,0,0,Construction,0.2077185338987932,0.5230176339561549,,0.2175,0.0996,0.9856,0.8028,0.08800000000000001,0.12,0.1034,0.3333,0.0417,0.0577,0.1765,0.1489,0.0039,0.0075,0.2216,0.1033,0.9856,0.8105,0.0888,0.1208,0.1034,0.3333,0.0417,0.059000000000000004,0.1928,0.1551,0.0039,0.008,0.2196,0.0996,0.9856,0.8054,0.0886,0.12,0.1034,0.3333,0.0417,0.0587,0.1796,0.1515,0.0039,0.0077,reg oper account,block of flats,0.1668,Panel,No,3.0,2.0,3.0,0.0,-452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
338057,0,Cash loans,M,N,Y,1,495000.0,1528200.0,53248.5,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.004849,-12753,-4497,-6739.0,-4219,,1,1,0,1,0,1,Managers,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 7,0.5839899848592585,0.7964689761452131,0.7826078370261895,0.1467,0.1175,0.9861,0.8096,0.0281,0.1464,0.1493,0.2775,0.25,0.0843,0.1196,0.0927,0.0039,0.0409,0.042,0.0557,0.9861,0.8171,0.0076,0.0,0.069,0.3333,0.375,0.038,0.0367,0.0263,0.0,0.0,0.1499,0.1094,0.9861,0.8121,0.0272,0.16,0.1379,0.3333,0.375,0.0983,0.1231,0.0947,0.0,0.0417,org spec account,block of flats,0.2102,Panel,No,1.0,0.0,1.0,0.0,-3007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
